Time,Date,Time,Temp,Ch1,Ch2,Ch3,Ch4
399,26-06-2024,8:43:25,17.345,9.395,9.402,9.088,9.472
400,26-06-2024,8:43:29,17.348,9.397,9.399,9.09,9.468
401,26-06-2024,8:43:33,17.347,9.393,9.399,9.084,9.467
402,26-06-2024,8:43:37,17.35,9.393,9.395,9.08,9.47
403,26-06-2024,8:43:41,17.347,9.386,9.398,9.07,9.471
404,26-06-2024,8:43:45,17.343,9.384,9.391,9.073,9.463
405,26-06-2024,8:43:49,17.349,9.381,9.393,9.062,9.462
406,26-06-2024,8:43:53,17.346,9.379,9.397,9.058,9.459
407,26-06-2024,8:43:57,17.348,9.376,9.385,9.049,9.456
408,26-06-2024,8:44:01,17.344,9.375,9.395,9.049,9.456
409,26-06-2024,8:44:05,17.349,9.37,9.379,9.043,9.452
410,26-06-2024,8:44:08,17.348,9.367,9.381,9.029,9.455
411,26-06-2024,8:44:12,17.345,9.372,9.385,9.029,9.456
412,26-06-2024,8:44:16,17.347,9.362,9.377,9.023,9.451
413,26-06-2024,8:44:20,17.349,9.356,9.377,9.024,9.455
414,26-06-2024,8:44:24,17.349,9.359,9.377,9.013,9.446
415,26-06-2024,8:44:28,17.347,9.357,9.373,9.003,9.442
416,26-06-2024,8:44:33,17.348,9.349,9.374,8.997,9.444
417,26-06-2024,8:44:37,17.351,9.349,9.37,8.989,9.44
418,26-06-2024,8:44:41,17.347,9.348,9.366,8.987,9.435
419,26-06-2024,8:44:45,17.349,9.342,9.365,8.979,9.433
420,26-06-2024,8:44:49,17.352,9.343,9.358,8.97,9.432
421,26-06-2024,8:44:53,17.352,9.333,9.36,8.963,9.428
422,26-06-2024,8:44:57,17.351,9.333,9.357,8.958,9.427
423,26-06-2024,8:45:01,17.349,9.334,9.345,8.952,9.425
424,26-06-2024,8:45:05,17.349,9.333,9.346,8.95,9.423
425,26-06-2024,8:45:09,17.346,9.325,9.352,8.943,9.424
426,26-06-2024,8:45:13,17.35,9.325,9.339,8.934,9.416
427,26-06-2024,8:45:17,17.351,9.32,9.344,8.929,9.419
428,26-06-2024,8:45:21,17.35,9.319,9.337,8.919,9.405
429,26-06-2024,8:45:25,17.35,9.317,9.335,8.91,9.409
430,26-06-2024,8:45:29,17.349,9.312,9.331,8.911,9.401
431,26-06-2024,8:45:33,17.347,9.309,9.326,8.897,9.402
432,26-06-2024,8:45:37,17.348,9.309,9.327,8.896,9.394
433,26-06-2024,8:45:41,17.35,9.306,9.325,8.881,9.399
434,26-06-2024,8:45:45,17.35,9.3,9.321,8.876,9.391
435,26-06-2024,8:45:49,17.349,9.299,9.323,8.873,9.387
436,26-06-2024,8:45:53,17.351,9.283,9.316,8.863,9.387
437,26-06-2024,8:45:57,17.352,9.289,9.312,8.856,9.384
438,26-06-2024,8:46:01,17.353,9.285,9.303,8.852,9.375
439,26-06-2024,8:46:05,17.353,9.277,9.313,8.848,9.373
440,26-06-2024,8:46:09,17.351,9.282,9.297,8.844,9.367
441,26-06-2024,8:46:13,17.352,9.274,9.297,8.826,9.372
442,26-06-2024,8:46:17,17.351,9.275,9.298,8.824,9.371
443,26-06-2024,8:46:21,17.353,9.275,9.294,8.815,9.365
444,26-06-2024,8:46:25,17.352,9.266,9.286,8.807,9.363
445,26-06-2024,8:46:29,17.349,9.27,9.288,8.803,9.359
446,26-06-2024,8:46:33,17.352,9.258,9.279,8.793,9.36
447,26-06-2024,8:46:37,17.351,9.256,9.282,8.794,9.352
448,26-06-2024,8:46:41,17.356,9.258,9.269,8.779,9.34
449,26-06-2024,8:46:45,17.353,9.253,9.275,8.774,9.35
450,26-06-2024,8:46:49,17.35,9.249,9.278,8.779,9.343
451,26-06-2024,8:46:53,17.351,9.249,9.261,8.766,9.34
452,26-06-2024,8:46:57,17.355,9.249,9.253,8.755,9.337
453,26-06-2024,8:47:01,17.357,9.239,9.269,8.748,9.323
454,26-06-2024,8:47:05,17.352,9.24,9.262,8.745,9.332
455,26-06-2024,8:47:09,17.351,9.23,9.264,8.731,9.328
456,26-06-2024,8:47:13,17.349,9.229,9.255,8.73,9.324
457,26-06-2024,8:47:17,17.357,9.228,9.254,8.725,9.315
458,26-06-2024,8:47:21,17.356,9.226,9.245,8.716,9.313
459,26-06-2024,8:47:25,17.358,9.221,9.239,8.717,9.312
460,26-06-2024,8:47:29,17.362,9.221,9.239,8.704,9.304
461,26-06-2024,8:47:33,17.357,9.22,9.24,8.708,9.306
462,26-06-2024,8:47:37,17.357,9.22,9.228,8.696,9.302
463,26-06-2024,8:47:41,17.358,9.216,9.228,8.698,9.297
464,26-06-2024,8:47:45,17.358,9.215,9.221,8.698,9.299
465,26-06-2024,8:47:49,17.362,9.218,9.22,8.694,9.29
466,26-06-2024,8:47:53,17.358,9.219,9.22,8.69,9.292
467,26-06-2024,8:47:57,17.361,9.221,9.213,8.691,9.29
468,26-06-2024,8:48:01,17.359,9.212,9.219,8.697,9.29
469,26-06-2024,8:48:05,17.361,9.213,9.218,8.695,9.288
470,26-06-2024,8:48:09,17.36,9.22,9.222,8.698,9.294
471,26-06-2024,8:48:12,17.36,9.214,9.212,8.703,9.288
472,26-06-2024,8:48:17,17.363,9.219,9.21,8.701,9.287
473,26-06-2024,8:48:21,17.359,9.223,9.213,8.705,9.291
474,26-06-2024,8:48:25,17.36,9.222,9.208,8.712,9.294
475,26-06-2024,8:48:29,17.362,9.222,9.208,8.711,9.286
476,26-06-2024,8:48:33,17.363,9.228,9.209,8.716,9.29
477,26-06-2024,8:48:37,17.364,9.226,9.202,8.722,9.292
478,26-06-2024,8:48:41,17.364,9.229,9.207,8.725,9.287
479,26-06-2024,8:48:45,17.364,9.242,9.2,8.729,9.294
480,26-06-2024,8:48:49,17.366,9.23,9.203,8.736,9.289
481,26-06-2024,8:48:52,17.366,9.23,9.216,8.732,9.289
482,26-06-2024,8:48:56,17.364,9.235,9.21,8.744,9.291
483,26-06-2024,8:49:00,17.369,9.236,9.208,8.748,9.291
484,26-06-2024,8:49:04,17.364,9.241,9.209,8.75,9.292
485,26-06-2024,8:49:08,17.365,9.242,9.213,8.759,9.291
486,26-06-2024,8:49:12,17.366,9.243,9.212,8.754,9.291
487,26-06-2024,8:49:16,17.364,9.25,9.213,8.768,9.295
488,26-06-2024,8:49:20,17.363,9.249,9.209,8.772,9.3
489,26-06-2024,8:49:24,17.368,9.253,9.206,8.775,9.3
490,26-06-2024,8:49:28,17.367,9.259,9.209,8.783,9.293
491,26-06-2024,8:49:32,17.367,9.252,9.212,8.778,9.296
492,26-06-2024,8:49:36,17.368,9.255,9.21,8.796,9.298
493,26-06-2024,8:49:40,17.365,9.262,9.21,8.795,9.303
494,26-06-2024,8:49:44,17.367,9.257,9.215,8.801,9.303
495,26-06-2024,8:49:48,17.367,9.262,9.215,8.805,9.305
496,26-06-2024,8:49:52,17.367,9.266,9.217,8.811,9.307
497,26-06-2024,8:49:56,17.363,9.269,9.223,8.817,9.308
498,26-06-2024,8:50:00,17.37,9.262,9.22,8.82,9.312
499,26-06-2024,8:50:04,17.371,9.268,9.222,8.829,9.31
500,26-06-2024,8:50:08,17.369,9.271,9.22,8.835,9.316
501,26-06-2024,8:50:12,17.366,9.272,9.22,8.848,9.309
502,26-06-2024,8:50:16,17.367,9.276,9.234,8.852,9.322
503,26-06-2024,8:50:20,17.373,9.282,9.223,8.847,9.317
504,26-06-2024,8:50:24,17.368,9.279,9.223,8.856,9.324
505,26-06-2024,8:50:28,17.367,9.285,9.231,8.871,9.33
506,26-06-2024,8:50:32,17.37,9.284,9.229,8.87,9.322
507,26-06-2024,8:50:36,17.37,9.291,9.234,8.877,9.327
508,26-06-2024,8:50:40,17.371,9.292,9.231,8.878,9.331
509,26-06-2024,8:50:44,17.369,9.29,9.238,8.882,9.333
510,26-06-2024,8:50:48,17.371,9.295,9.237,8.887,9.332
511,26-06-2024,8:50:52,17.372,9.303,9.236,8.895,9.328
512,26-06-2024,8:50:56,17.372,9.299,9.24,8.896,9.33
513,26-06-2024,8:51:00,17.373,9.302,9.235,8.9,9.338
514,26-06-2024,8:51:04,17.373,9.3,9.239,8.913,9.338
515,26-06-2024,8:51:08,17.37,9.304,9.24,8.917,9.341
516,26-06-2024,8:51:12,17.374,9.305,9.241,8.916,9.34
517,26-06-2024,8:51:16,17.376,9.303,9.241,8.926,9.341
518,26-06-2024,8:51:20,17.373,9.31,9.249,8.929,9.342
519,26-06-2024,8:51:24,17.376,9.307,9.254,8.938,9.343
520,26-06-2024,8:51:28,17.374,9.306,9.246,8.948,9.345
521,26-06-2024,8:51:32,17.377,9.305,9.245,8.942,9.344
522,26-06-2024,8:51:36,17.377,9.311,9.258,8.943,9.352
523,26-06-2024,8:51:40,17.377,9.313,9.25,8.951,9.352
524,26-06-2024,8:51:44,17.377,9.313,9.256,8.964,9.354
525,26-06-2024,8:51:48,17.376,9.315,9.262,8.96,9.359
526,26-06-2024,8:51:52,17.378,9.316,9.262,8.976,9.359
527,26-06-2024,8:51:56,17.374,9.315,9.26,8.967,9.358
528,26-06-2024,8:52:00,17.378,9.312,9.257,8.975,9.364
529,26-06-2024,8:52:04,17.378,9.316,9.269,8.982,9.359
530,26-06-2024,8:52:08,17.375,9.318,9.266,8.986,9.359
531,26-06-2024,8:52:12,17.377,9.321,9.269,8.992,9.364
532,26-06-2024,8:52:16,17.376,9.316,9.264,8.994,9.364
533,26-06-2024,8:52:20,17.375,9.321,9.269,8.995,9.363
534,26-06-2024,8:52:24,17.377,9.324,9.267,9.004,9.364
535,26-06-2024,8:52:28,17.378,9.318,9.27,9.013,9.365
536,26-06-2024,8:52:32,17.38,9.32,9.277,9.011,9.371
537,26-06-2024,8:52:36,17.379,9.321,9.276,9.013,9.374
538,26-06-2024,8:52:40,17.382,9.324,9.275,9.022,9.373
539,26-06-2024,8:52:44,17.379,9.328,9.276,9.025,9.377
540,26-06-2024,8:52:48,17.38,9.326,9.278,9.027,9.377
541,26-06-2024,8:52:52,17.38,9.324,9.283,9.031,9.377
542,26-06-2024,8:52:56,17.379,9.33,9.285,9.036,9.376
543,26-06-2024,8:53:00,17.38,9.334,9.275,9.034,9.382
544,26-06-2024,8:53:04,17.382,9.337,9.287,9.041,9.385
545,26-06-2024,8:53:08,17.382,9.334,9.29,9.046,9.388
546,26-06-2024,8:53:12,17.38,9.331,9.289,9.052,9.389
547,26-06-2024,8:53:16,17.385,9.33,9.287,9.047,9.386
548,26-06-2024,8:53:20,17.381,9.334,9.293,9.057,9.388
549,26-06-2024,8:53:24,17.385,9.331,9.294,9.06,9.386
550,26-06-2024,8:53:28,17.383,9.333,9.293,9.066,9.395
551,26-06-2024,8:53:32,17.386,9.343,9.294,9.067,9.392
552,26-06-2024,8:53:36,17.384,9.339,9.293,9.065,9.39
553,26-06-2024,8:53:40,17.384,9.334,9.298,9.076,9.398
554,26-06-2024,8:53:44,17.387,9.338,9.294,9.072,9.388
555,26-06-2024,8:53:48,17.387,9.341,9.297,9.076,9.393
556,26-06-2024,8:53:52,17.388,9.336,9.294,9.08,9.396
557,26-06-2024,8:53:56,17.383,9.34,9.301,9.083,9.4
558,26-06-2024,8:54:00,17.387,9.341,9.3,9.085,9.4
559,26-06-2024,8:54:04,17.385,9.344,9.296,9.087,9.398
560,26-06-2024,8:54:08,17.387,9.344,9.303,9.095,9.4
561,26-06-2024,8:54:12,17.386,9.344,9.306,9.092,9.402
562,26-06-2024,8:54:16,17.39,9.34,9.312,9.099,9.402
563,26-06-2024,8:54:20,17.391,9.347,9.313,9.097,9.398
564,26-06-2024,8:54:24,17.391,9.344,9.309,9.098,9.402
565,26-06-2024,8:54:28,17.39,9.344,9.306,9.096,9.407
566,26-06-2024,8:54:32,17.393,9.349,9.313,9.106,9.402
567,26-06-2024,8:54:36,17.387,9.347,9.313,9.112,9.406
568,26-06-2024,8:54:40,17.387,9.352,9.317,9.113,9.408
569,26-06-2024,8:54:44,17.391,9.346,9.312,9.113,9.406
570,26-06-2024,8:54:48,17.392,9.346,9.315,9.114,9.411
571,26-06-2024,8:54:52,17.39,9.349,9.309,9.114,9.411
572,26-06-2024,8:54:56,17.387,9.348,9.309,9.121,9.407
573,26-06-2024,8:55:00,17.391,9.341,9.323,9.118,9.411
574,26-06-2024,8:55:04,17.39,9.346,9.319,9.128,9.417
575,26-06-2024,8:55:08,17.391,9.345,9.323,9.134,9.417
576,26-06-2024,8:55:12,17.391,9.337,9.323,9.127,9.416
577,26-06-2024,8:55:16,17.389,9.34,9.317,9.13,9.416
578,26-06-2024,8:55:20,17.393,9.345,9.326,9.132,9.421
579,26-06-2024,8:55:24,17.389,9.335,9.33,9.132,9.42
580,26-06-2024,8:55:28,17.392,9.339,9.327,9.135,9.418
581,26-06-2024,8:55:32,17.39,9.335,9.324,9.148,9.425
582,26-06-2024,8:55:36,17.394,9.334,9.33,9.139,9.415
583,26-06-2024,8:55:40,17.396,9.33,9.327,9.143,9.418
584,26-06-2024,8:55:44,17.399,9.32,9.323,9.148,9.419
585,26-06-2024,8:55:48,17.395,9.33,9.329,9.148,9.426
586,26-06-2024,8:55:52,17.395,9.328,9.333,9.147,9.429
587,26-06-2024,8:55:56,17.397,9.322,9.326,9.156,9.418
588,26-06-2024,8:56:00,17.395,9.312,9.332,9.154,9.429
589,26-06-2024,8:56:04,17.4,9.32,9.333,9.152,9.425
590,26-06-2024,8:56:09,17.396,9.311,9.337,9.161,9.435
591,26-06-2024,8:56:13,17.395,9.314,9.323,9.166,9.422
592,26-06-2024,8:56:17,17.394,9.311,9.335,9.156,9.436
593,26-06-2024,8:56:21,17.395,9.311,9.335,9.166,9.423
594,26-06-2024,8:56:25,17.398,9.309,9.341,9.161,9.422
595,26-06-2024,8:56:29,17.397,9.305,9.335,9.163,9.431
596,26-06-2024,8:56:33,17.398,9.307,9.335,9.165,9.431
597,26-06-2024,8:56:37,17.401,9.308,9.339,9.163,9.427
598,26-06-2024,8:56:41,17.398,9.303,9.337,9.173,9.429
599,26-06-2024,8:56:45,17.4,9.307,9.345,9.171,9.428
600,26-06-2024,8:56:49,17.4,9.302,9.335,9.172,9.429
601,26-06-2024,8:56:53,17.404,9.303,9.343,9.177,9.428
602,26-06-2024,8:56:57,17.404,9.304,9.34,9.179,9.431
603,26-06-2024,8:57:01,17.401,9.302,9.344,9.173,9.428
604,26-06-2024,8:57:05,17.404,9.298,9.344,9.18,9.432
605,26-06-2024,8:57:09,17.403,9.303,9.345,9.183,9.431
606,26-06-2024,8:57:13,17.403,9.303,9.347,9.182,9.432
607,26-06-2024,8:57:17,17.402,9.295,9.351,9.186,9.435
608,26-06-2024,8:57:21,17.404,9.295,9.349,9.187,9.43
609,26-06-2024,8:57:25,17.4,9.3,9.348,9.182,9.437
610,26-06-2024,8:57:29,17.402,9.294,9.341,9.188,9.433
611,26-06-2024,8:57:33,17.403,9.292,9.353,9.186,9.435
612,26-06-2024,8:57:37,17.401,9.303,9.35,9.195,9.435
613,26-06-2024,8:57:41,17.405,9.292,9.345,9.192,9.435
614,26-06-2024,8:57:45,17.406,9.292,9.347,9.188,9.437
615,26-06-2024,8:57:49,17.405,9.293,9.358,9.194,9.437
616,26-06-2024,8:57:53,17.403,9.296,9.356,9.187,9.438
617,26-06-2024,8:57:57,17.408,9.293,9.351,9.192,9.438
618,26-06-2024,8:58:01,17.405,9.291,9.352,9.195,9.436
619,26-06-2024,8:58:05,17.407,9.296,9.359,9.193,9.439
620,26-06-2024,8:58:09,17.41,9.298,9.354,9.193,9.446
621,26-06-2024,8:58:13,17.409,9.302,9.358,9.194,9.442
622,26-06-2024,8:58:17,17.405,9.295,9.357,9.19,9.437
623,26-06-2024,8:58:21,17.406,9.296,9.355,9.195,9.444
624,26-06-2024,8:58:25,17.41,9.298,9.358,9.191,9.44
625,26-06-2024,8:58:29,17.407,9.305,9.352,9.201,9.443
626,26-06-2024,8:58:33,17.406,9.3,9.359,9.202,9.445
627,26-06-2024,8:58:37,17.406,9.3,9.361,9.196,9.44
628,26-06-2024,8:58:41,17.406,9.304,9.363,9.2,9.441
629,26-06-2024,8:58:45,17.409,9.299,9.355,9.196,9.442
630,26-06-2024,8:58:49,17.41,9.307,9.361,9.203,9.446
631,26-06-2024,8:58:53,17.412,9.305,9.365,9.203,9.444
632,26-06-2024,8:58:57,17.409,9.305,9.363,9.206,9.441
633,26-06-2024,8:59:01,17.412,9.306,9.365,9.212,9.44
634,26-06-2024,8:59:05,17.413,9.308,9.364,9.209,9.44
635,26-06-2024,8:59:09,17.408,9.304,9.358,9.205,9.439
636,26-06-2024,8:59:13,17.41,9.314,9.367,9.21,9.446
637,26-06-2024,8:59:17,17.411,9.311,9.367,9.22,9.444
638,26-06-2024,8:59:21,17.412,9.315,9.368,9.214,9.444
639,26-06-2024,8:59:25,17.413,9.309,9.358,9.215,9.447
640,26-06-2024,8:59:29,17.414,9.31,9.361,9.214,9.443
641,26-06-2024,8:59:33,17.414,9.31,9.361,9.217,9.445
642,26-06-2024,8:59:37,17.412,9.309,9.36,9.215,9.446
643,26-06-2024,8:59:41,17.414,9.318,9.36,9.215,9.45
644,26-06-2024,8:59:45,17.415,9.309,9.369,9.212,9.448
645,26-06-2024,8:59:49,17.414,9.319,9.365,9.214,9.453
646,26-06-2024,8:59:53,17.415,9.314,9.367,9.218,9.449
647,26-06-2024,8:59:57,17.415,9.319,9.366,9.218,9.448
648,26-06-2024,9:00:01,17.416,9.322,9.365,9.221,9.453
649,26-06-2024,9:00:05,17.421,9.32,9.365,9.223,9.443
650,26-06-2024,9:00:09,17.42,9.326,9.367,9.219,9.45
651,26-06-2024,9:00:13,17.416,9.33,9.371,9.219,9.445
652,26-06-2024,9:00:17,17.416,9.325,9.362,9.218,9.452
653,26-06-2024,9:00:21,17.415,9.329,9.369,9.221,9.444
654,26-06-2024,9:00:25,17.415,9.331,9.371,9.226,9.453
655,26-06-2024,9:00:29,17.419,9.327,9.379,9.219,9.445
656,26-06-2024,9:00:33,17.422,9.327,9.369,9.225,9.448
657,26-06-2024,9:00:37,17.421,9.33,9.376,9.228,9.448
658,26-06-2024,9:00:41,17.42,9.337,9.372,9.22,9.455
659,26-06-2024,9:00:45,17.418,9.334,9.378,9.229,9.452
660,26-06-2024,9:00:49,17.419,9.333,9.371,9.229,9.446
661,26-06-2024,9:00:53,17.42,9.338,9.37,9.234,9.445
662,26-06-2024,9:00:57,17.421,9.336,9.378,9.227,9.448
663,26-06-2024,9:01:01,17.42,9.334,9.374,9.227,9.45
664,26-06-2024,9:01:05,17.422,9.341,9.367,9.232,9.45
665,26-06-2024,9:01:09,17.418,9.336,9.366,9.23,9.45
666,26-06-2024,9:01:13,17.421,9.347,9.374,9.232,9.446
667,26-06-2024,9:01:17,17.423,9.344,9.368,9.23,9.449
668,26-06-2024,9:01:21,17.421,9.347,9.372,9.226,9.45
669,26-06-2024,9:01:25,17.421,9.352,9.369,9.23,9.446
670,26-06-2024,9:01:29,17.42,9.355,9.37,9.231,9.457
671,26-06-2024,9:01:33,17.423,9.347,9.372,9.232,9.445
672,26-06-2024,9:01:37,17.422,9.345,9.369,9.233,9.456
673,26-06-2024,9:01:41,17.423,9.354,9.371,9.233,9.449
674,26-06-2024,9:01:45,17.425,9.352,9.378,9.233,9.445
675,26-06-2024,9:01:49,17.421,9.35,9.367,9.235,9.449
676,26-06-2024,9:01:53,17.423,9.35,9.383,9.236,9.446
677,26-06-2024,9:01:57,17.421,9.349,9.373,9.241,9.453
678,26-06-2024,9:02:01,17.426,9.351,9.375,9.232,9.456
679,26-06-2024,9:02:05,17.426,9.353,9.372,9.228,9.448
680,26-06-2024,9:02:09,17.423,9.354,9.377,9.232,9.45
681,26-06-2024,9:02:13,17.427,9.359,9.379,9.236,9.446
682,26-06-2024,9:02:17,17.429,9.357,9.372,9.236,9.452
683,26-06-2024,9:02:21,17.428,9.356,9.378,9.232,9.447
684,26-06-2024,9:02:25,17.428,9.361,9.376,9.239,9.449
685,26-06-2024,9:02:29,17.429,9.361,9.368,9.242,9.455
686,26-06-2024,9:02:33,17.429,9.359,9.371,9.231,9.451
687,26-06-2024,9:02:37,17.427,9.358,9.371,9.236,9.454
688,26-06-2024,9:02:41,17.43,9.36,9.374,9.249,9.45
689,26-06-2024,9:02:45,17.428,9.362,9.375,9.241,9.452
690,26-06-2024,9:02:49,17.426,9.369,9.379,9.249,9.45
691,26-06-2024,9:02:53,17.43,9.364,9.386,9.242,9.452
692,26-06-2024,9:02:57,17.43,9.362,9.372,9.242,9.445
693,26-06-2024,9:03:01,17.431,9.36,9.382,9.242,9.442
694,26-06-2024,9:03:05,17.43,9.37,9.377,9.24,9.451
695,26-06-2024,9:03:09,17.429,9.365,9.381,9.248,9.45
696,26-06-2024,9:03:13,17.433,9.366,9.381,9.248,9.442
697,26-06-2024,9:03:17,17.432,9.369,9.372,9.246,9.455
698,26-06-2024,9:03:21,17.431,9.37,9.376,9.238,9.454
699,26-06-2024,9:03:25,17.434,9.368,9.385,9.248,9.454
700,26-06-2024,9:03:29,17.435,9.367,9.377,9.242,9.45
701,26-06-2024,9:03:33,17.432,9.369,9.384,9.242,9.45
702,26-06-2024,9:03:37,17.434,9.372,9.382,9.244,9.454
703,26-06-2024,9:03:41,17.437,9.366,9.377,9.244,9.451
704,26-06-2024,9:03:45,17.439,9.367,9.385,9.247,9.456
705,26-06-2024,9:03:49,17.434,9.376,9.381,9.251,9.449
706,26-06-2024,9:03:53,17.435,9.377,9.38,9.247,9.456
707,26-06-2024,9:03:57,17.436,9.373,9.383,9.25,9.451
708,26-06-2024,9:04:01,17.432,9.38,9.374,9.239,9.45
709,26-06-2024,9:04:05,17.436,9.379,9.382,9.247,9.463
710,26-06-2024,9:04:09,17.436,9.377,9.382,9.251,9.454
711,26-06-2024,9:04:13,17.438,9.373,9.381,9.25,9.455
712,26-06-2024,9:04:17,17.436,9.377,9.382,9.25,9.457
713,26-06-2024,9:04:21,17.437,9.383,9.381,9.25,9.448
714,26-06-2024,9:04:25,17.441,9.378,9.381,9.245,9.447
715,26-06-2024,9:04:29,17.435,9.383,9.379,9.246,9.454
716,26-06-2024,9:04:33,17.442,9.379,9.382,9.239,9.454
717,26-06-2024,9:04:37,17.436,9.387,9.386,9.252,9.457
718,26-06-2024,9:04:41,17.441,9.387,9.384,9.253,9.454
719,26-06-2024,9:04:45,17.44,9.381,9.384,9.255,9.452
720,26-06-2024,9:04:49,17.439,9.381,9.381,9.243,9.454
721,26-06-2024,9:04:53,17.441,9.381,9.388,9.244,9.456
722,26-06-2024,9:04:57,17.441,9.38,9.383,9.244,9.453
723,26-06-2024,9:05:01,17.439,9.385,9.382,9.257,9.451
724,26-06-2024,9:05:05,17.442,9.384,9.382,9.25,9.453
725,26-06-2024,9:05:09,17.442,9.389,9.383,9.252,9.455
726,26-06-2024,9:05:13,17.44,9.394,9.392,9.248,9.454
727,26-06-2024,9:05:17,17.443,9.391,9.384,9.245,9.455
728,26-06-2024,9:05:21,17.44,9.387,9.396,9.251,9.461
729,26-06-2024,9:05:25,17.442,9.381,9.387,9.247,9.453
730,26-06-2024,9:05:29,17.45,9.386,9.379,9.241,9.451
731,26-06-2024,9:05:33,17.445,9.39,9.385,9.249,9.457
732,26-06-2024,9:05:37,17.441,9.391,9.383,9.252,9.453
733,26-06-2024,9:05:41,17.446,9.388,9.383,9.246,9.449
734,26-06-2024,9:05:45,17.444,9.388,9.392,9.253,9.449
735,26-06-2024,9:05:49,17.444,9.388,9.376,9.252,9.452
736,26-06-2024,9:05:53,17.45,9.387,9.389,9.244,9.457
737,26-06-2024,9:05:57,17.447,9.386,9.384,9.248,9.457
738,26-06-2024,9:06:01,17.445,9.39,9.385,9.249,9.458
739,26-06-2024,9:06:05,17.45,9.391,9.385,9.248,9.439
740,26-06-2024,9:06:09,17.448,9.388,9.382,9.246,9.456
741,26-06-2024,9:06:13,17.451,9.384,9.388,9.245,9.464
742,26-06-2024,9:06:17,17.449,9.387,9.385,9.246,9.458
743,26-06-2024,9:06:21,17.448,9.394,9.385,9.251,9.456
744,26-06-2024,9:06:25,17.45,9.398,9.382,9.246,9.449
745,26-06-2024,9:06:29,17.448,9.399,9.387,9.249,9.448
746,26-06-2024,9:06:33,17.45,9.396,9.388,9.252,9.452
747,26-06-2024,9:06:37,17.452,9.393,9.384,9.245,9.449
748,26-06-2024,9:06:41,17.45,9.398,9.389,9.25,9.452
749,26-06-2024,9:06:45,17.449,9.396,9.389,9.251,9.454
750,26-06-2024,9:06:49,17.452,9.396,9.394,9.251,9.45
751,26-06-2024,9:06:53,17.45,9.4,9.386,9.247,9.456
752,26-06-2024,9:06:57,17.451,9.396,9.392,9.253,9.451
753,26-06-2024,9:07:01,17.452,9.4,9.386,9.241,9.455
754,26-06-2024,9:07:05,17.453,9.398,9.391,9.247,9.453
755,26-06-2024,9:07:09,17.453,9.396,9.39,9.24,9.461
756,26-06-2024,9:07:13,17.454,9.401,9.389,9.248,9.454
757,26-06-2024,9:07:17,17.453,9.394,9.39,9.247,9.45
758,26-06-2024,9:07:21,17.45,9.402,9.387,9.249,9.452
759,26-06-2024,9:07:25,17.455,9.399,9.382,9.248,9.459
760,26-06-2024,9:07:29,17.456,9.398,9.385,9.247,9.453
761,26-06-2024,9:07:33,17.455,9.404,9.389,9.249,9.452
762,26-06-2024,9:07:37,17.456,9.406,9.383,9.244,9.449
763,26-06-2024,9:07:41,17.454,9.404,9.386,9.245,9.454
764,26-06-2024,9:07:45,17.458,9.403,9.386,9.246,9.455
765,26-06-2024,9:07:49,17.457,9.398,9.387,9.246,9.452
766,26-06-2024,9:07:53,17.454,9.405,9.39,9.25,9.455
767,26-06-2024,9:07:57,17.457,9.398,9.392,9.246,9.458
768,26-06-2024,9:08:01,17.458,9.4,9.389,9.247,9.457
769,26-06-2024,9:08:05,17.455,9.401,9.385,9.243,9.456
770,26-06-2024,9:08:09,17.458,9.402,9.393,9.244,9.451
771,26-06-2024,9:08:13,17.456,9.404,9.39,9.253,9.451
772,26-06-2024,9:08:17,17.457,9.409,9.394,9.248,9.45
773,26-06-2024,9:08:21,17.46,9.404,9.385,9.25,9.454
774,26-06-2024,9:08:25,17.459,9.409,9.384,9.255,9.453
775,26-06-2024,9:08:29,17.457,9.4,9.396,9.246,9.456
776,26-06-2024,9:08:33,17.46,9.403,9.39,9.246,9.446
777,26-06-2024,9:08:37,17.46,9.405,9.395,9.246,9.451
778,26-06-2024,9:08:41,17.462,9.403,9.393,9.251,9.449
779,26-06-2024,9:08:45,17.46,9.401,9.389,9.246,9.457
780,26-06-2024,9:08:49,17.463,9.401,9.388,9.249,9.454
781,26-06-2024,9:08:53,17.459,9.41,9.397,9.247,9.452
782,26-06-2024,9:08:57,17.459,9.4,9.389,9.244,9.453
783,26-06-2024,9:09:01,17.46,9.412,9.394,9.253,9.453
784,26-06-2024,9:09:05,17.462,9.409,9.389,9.241,9.451
785,26-06-2024,9:09:09,17.462,9.409,9.392,9.254,9.456
786,26-06-2024,9:09:13,17.463,9.406,9.387,9.242,9.458
787,26-06-2024,9:09:17,17.466,9.413,9.392,9.248,9.456
788,26-06-2024,9:09:21,17.464,9.411,9.396,9.245,9.454
789,26-06-2024,9:09:25,17.461,9.411,9.392,9.254,9.452
790,26-06-2024,9:09:29,17.465,9.414,9.395,9.247,9.454
791,26-06-2024,9:09:33,17.466,9.411,9.39,9.247,9.457
792,26-06-2024,9:09:37,17.468,9.408,9.393,9.237,9.453
793,26-06-2024,9:09:41,17.467,9.411,9.396,9.245,9.454
794,26-06-2024,9:09:45,17.467,9.412,9.388,9.24,9.459
795,26-06-2024,9:09:49,17.466,9.41,9.395,9.242,9.459
796,26-06-2024,9:09:53,17.471,9.406,9.389,9.238,9.46
797,26-06-2024,9:09:57,17.468,9.411,9.395,9.251,9.46
